sample,fastq_1,fastq_2,batch,run
TB-T3.DNA.MTB-031721,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031721_S152_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031721_S152_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031722,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031722_S180_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031722_S180_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031723,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031723_S151_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031723_S151_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031724,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031724_S150_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031724_S150_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031725,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031725_S182_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031725_S182_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031726,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031726_S181_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031726_S181_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031727,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031727_S179_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031727_S179_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031728,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031728_S178_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031728_S178_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031729,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031729_S161_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031729_S161_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031730,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031730_S160_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031730_S160_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031731,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031731_S159_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031731_S159_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031733,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031733_S75_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031733_S75_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031735,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031735_S74_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031735_S74_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031736,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031736_S73_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031736_S73_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031737,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031737_S72_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031737_S72_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031739,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031739_S71_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031739_S71_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031755,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031755_S194_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031755_S194_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031756,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031756_S193_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031756_S193_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031757,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031757_S192_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031757_S192_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031758,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031758_S191_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031758_S191_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031759,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031759_S190_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031759_S190_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031760,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031760_S189_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031760_S189_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031761,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031761_S187_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031761_S187_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031762,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031762_S188_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031762_S188_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031763,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031763_S186_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031763_S186_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031764,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031764_S185_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031764_S185_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031765,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031765_S184_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031765_S184_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031766,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031766_S77_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031766_S77_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031767,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031767_S76_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031767_S76_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031768,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031768_S80_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031768_S80_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031769,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031769_S81_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031769_S81_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031770,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031770_S84_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031770_S84_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031771,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031771_S83_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031771_S83_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031772,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031772_S183_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031772_S183_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031773,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031773_S82_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031773_S82_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031774,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031774_S79_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031774_S79_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031776,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031776_S78_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031776_S78_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031789,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031789_S195_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031789_S195_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031790,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031790_S192_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031790_S192_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031791,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031791_S169_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031791_S169_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031806,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031806_S138_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031806_S138_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031807,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031807_S121_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031807_S121_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031808,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031808_S120_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031808_S120_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031809,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031809_S135_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031809_S135_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031814,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031814_S111_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031814_S111_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031817,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031817_S104_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031817_S104_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031819,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031819_S107_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031819_S107_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031820,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031820_S116_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031820_S116_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031822,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031822_S115_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031822_S115_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031823,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031823_S114_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031823_S114_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031825,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031825_S110_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031825_S110_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031828,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031828_S109_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031828_S109_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031829,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031829_S108_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031829_S108_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031830,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031830_S113_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031830_S113_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031835,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031835_S47_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031835_S47_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031838,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031838_S48_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031838_S48_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031839,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031839_S46_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031839_S46_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031843,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031843_S129_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031843_S129_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031844,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031844_S123_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031844_S123_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031845,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031845_S127_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031845_S127_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031846,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031846_S147_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031846_S147_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031847,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031847_S132_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031847_S132_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031849,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031849_S133_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031849_S133_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031850,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031850_S130_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031850_S130_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031851,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031851_S137_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031851_S137_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031852,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031852_S126_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031852_S126_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031853,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031853_S122_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031853_S122_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031855,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031855_S124_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031855_S124_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031856,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031856_S131_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031856_S131_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031857,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031857_S125_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031857_S125_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031859,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031859_S136_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031859_S136_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031860,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031860_S117_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031860_S117_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031861,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031861_S119_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031861_S119_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031862,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031862_S139_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031862_S139_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031865,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031865_S52_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031865_S52_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031869,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031869_S49_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031869_S49_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031870,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031870_S51_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031870_S51_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031871,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031871_S50_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031871_S50_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031872,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031872_S118_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031872_S118_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-031873,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031873_S15_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-031873_S15_R2_001.fastq.gz,IS-1000,Walter-TB
