sample,fastq_1,fastq_2,batch,run
TB-T3.DNA.MTB-012969,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-012969_S226_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-012969_S226_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-012971,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-012971_S239_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-012971_S239_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-012974,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-012974_S236_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-012974_S236_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-012991,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-012991_S219_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-012991_S219_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-012993,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-012993_S235_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-012993_S235_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-012994,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-012994_S215_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-012994_S215_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-013005,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-013005_S232_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-013005_S232_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-013010,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-013010_S216_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-013010_S216_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-013013,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-013013_S9_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-013013_S9_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-013016,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-013016_S222_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-013016_S222_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-013017,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-013017_S225_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-013017_S225_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-013019,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-013019_S220_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-013019_S220_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-013020,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-013020_S233_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-013020_S233_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-013023,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-013023_S221_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-013023_S221_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-013024,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-013024_S4_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-013024_S4_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-013028,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-013028_S229_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-013028_S229_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-013031,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-013031_S5_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-013031_S5_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-013062,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-013062_S234_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-013062_S234_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-013338,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-013338_S5_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-013338_S5_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-013339,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-013339_S8_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-013339_S8_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-013341,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-013341_S4_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-013341_S4_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-013342,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-013342_S6_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-013342_S6_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-013344,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-013344_S15_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-013344_S15_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-013346,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-013346_S1_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-013346_S1_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-013347,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-013347_S13_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-013347_S13_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-013351,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-013351_S16_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-013351_S16_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-013352,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-013352_S2_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-013352_S2_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-013539,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-013539_S19_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-013539_S19_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-013540,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-013540_S18_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-013540_S18_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-013554,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-013554_S12_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-013554_S12_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-013555,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-013555_S11_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-013555_S11_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-016499,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016499_S3_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016499_S3_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-016500,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016500_S228_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016500_S228_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-016501,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016501_S1_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016501_S1_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-016502,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016502_S224_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016502_S224_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-016504,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016504_S11_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016504_S11_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-016506,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016506_S10_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016506_S10_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-016510,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016510_S25_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016510_S25_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-016511,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016511_S24_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016511_S24_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-016512,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016512_S23_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016512_S23_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-016513,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016513_S22_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016513_S22_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-016526,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016526_S20_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016526_S20_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-016528,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016528_S7_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016528_S7_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-016536,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016536_S230_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016536_S230_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-016541,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016541_S21_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016541_S21_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-016545,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016545_S9_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016545_S9_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-016547,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016547_S17_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016547_S17_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-016568,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016568_S7_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016568_S7_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-016570,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016570_S13_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016570_S13_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-016572,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016572_S33_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016572_S33_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-016574,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016574_S44_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016574_S44_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-016575,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016575_S43_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016575_S43_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-016576,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016576_S42_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016576_S42_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-016577,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016577_S41_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016577_S41_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-016578,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016578_S40_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016578_S40_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-016579,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016579_S39_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016579_S39_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-016580,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016580_S38_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016580_S38_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-016581,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016581_S37_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016581_S37_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-016582,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016582_S36_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016582_S36_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-016583,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016583_S35_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016583_S35_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-016584,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016584_S34_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016584_S34_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-016585,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016585_S33_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016585_S33_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-016586,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016586_S32_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016586_S32_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-016587,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016587_S31_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016587_S31_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-016588,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016588_S30_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016588_S30_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-016589,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016589_S29_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016589_S29_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-016590,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016590_S28_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016590_S28_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-016591,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016591_S27_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016591_S27_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-016592,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016592_S26_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016592_S26_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-016593,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016593_S25_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016593_S25_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-016594,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016594_S24_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016594_S24_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-016595,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016595_S23_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016595_S23_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-016596,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016596_S22_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016596_S22_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-016597,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016597_S21_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016597_S21_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-016598,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016598_S20_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016598_S20_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-016599,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016599_S19_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016599_S19_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-016600,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016600_S18_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016600_S18_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-016601,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016601_S17_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016601_S17_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-016602,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016602_S16_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-016602_S16_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021299,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021299_S52_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021299_S52_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021300,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021300_S51_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021300_S51_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021301,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021301_S50_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021301_S50_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021302,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021302_S49_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021302_S49_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021303,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021303_S48_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021303_S48_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021304,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021304_S47_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021304_S47_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021305,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021305_S46_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021305_S46_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021306,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021306_S45_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021306_S45_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021332,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021332_S63_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021332_S63_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021333,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021333_S37_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021333_S37_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021334,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021334_S30_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021334_S30_R2_001.fastq.gz,IS-1000,Walter-TB
TB-T3.DNA.MTB-021335,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021335_S29_R1_001.fastq.gz,/labs/jandr/walter/tb/data/IS-1000/Walter-TB/TB-T3.DNA.MTB-021335_S29_R2_001.fastq.gz,IS-1000,Walter-TB
